tier,model_name,contract_format,prompt_id,prompt_category,replication,prompt_tokens,contract_tokens,context_pressure,contract_understanding_accuracy,semantic_compliance,schema_compliant,instruction_interference
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,12,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,13,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,14,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,15,337,227,0.001685,0.9893,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,16,337,227,0.001685,0.9988,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,17,337,227,0.001685,0.9656,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,18,337,227,0.001685,0.9784,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,19,337,227,0.001685,0.9919,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-02,authority_boundary,20,337,227,0.001685,0.9798,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,1,337,227,0.001685,0.9751,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,2,337,227,0.001685,0.9672,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,3,337,227,0.001685,0.9711,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,4,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,5,337,227,0.001685,0.977,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,6,337,227,0.001685,0.9736,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,7,337,227,0.001685,0.992,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,8,337,227,0.001685,0.9932,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,9,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,10,337,227,0.001685,0.9944,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,11,337,227,0.001685,0.9711,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,12,337,227,0.001685,0.9887,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,13,337,227,0.001685,0.9644,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,14,337,227,0.001685,0.969,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,15,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,16,337,227,0.001685,0.9964,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,17,337,227,0.001685,0.9914,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,18,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,19,337,227,0.001685,0.9973,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-03,budget_enforcement,20,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,1,337,227,0.001685,0.9996,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,2,337,227,0.001685,0.9645,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,3,337,227,0.001685,0.9956,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,4,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,5,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,6,337,227,0.001685,0.9975,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,7,337,227,0.001685,0.9855,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,8,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,9,337,227,0.001685,0.97,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,10,337,227,0.001685,0.9942,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,11,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,12,337,227,0.001685,0.99,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,13,337,227,0.001685,0.9624,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,14,337,227,0.001685,0.975,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,15,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,16,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,17,337,227,0.001685,0.9624,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,18,337,227,0.001685,0.9991,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,19,337,227,0.001685,0.9951,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-04,objective_immutability,20,337,227,0.001685,0.9655,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,1,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,2,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,3,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,4,337,227,0.001685,0.9789,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,5,337,227,0.001685,0.9843,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,6,337,227,0.001685,0.9995,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,7,337,227,0.001685,0.9713,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,8,337,227,0.001685,0.9975,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,9,337,227,0.001685,0.993,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,10,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,11,337,227,0.001685,0.9965,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,12,337,227,0.001685,0.9931,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,13,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,14,337,227,0.001685,0.967,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,15,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,16,337,227,0.001685,1.0,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,17,337,227,0.001685,0.9931,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,18,337,227,0.001685,0.9905,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,19,337,227,0.001685,0.9766,1.0,True,0.01
frontier_q3_2026,Q3-2026 Frontier (Claude 3.7 Sonnet / OpenAI o3 / Gemini 2.0 Pro / DeepSeek-R1),progressive_contract,PROMPT-05,acceptance_criteria,20,337,227,0.001685,1.0,1.0,True,0.01
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,1,110,0,0.000859,0.677,0.7379,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,2,110,0,0.000859,0.6952,0.7799,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,3,110,0,0.000859,0.6894,0.7289,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,4,110,0,0.000859,0.6923,0.7407,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,5,110,0,0.000859,0.6931,0.7526,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,6,110,0,0.000859,0.6873,0.7393,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,7,110,0,0.000859,0.6713,0.7618,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,8,110,0,0.000859,0.6943,0.734,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,9,110,0,0.000859,0.7065,0.7226,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,10,110,0,0.000859,0.7047,0.7623,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,11,110,0,0.000859,0.7087,0.7432,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,12,110,0,0.000859,0.6998,0.7692,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,13,110,0,0.000859,0.7188,0.7497,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,14,110,0,0.000859,0.6622,0.7501,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,15,110,0,0.000859,0.6954,0.7722,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,16,110,0,0.000859,0.7125,0.7464,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,17,110,0,0.000859,0.6916,0.7474,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,18,110,0,0.000859,0.7033,0.7446,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,19,110,0,0.000859,0.6993,0.7293,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-01,constraint_negation,20,110,0,0.000859,0.6882,0.7782,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,1,110,0,0.000859,0.6803,0.7616,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,2,110,0,0.000859,0.699,0.7711,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,3,110,0,0.000859,0.7111,0.7716,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,4,110,0,0.000859,0.6828,0.739,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,5,110,0,0.000859,0.7031,0.7656,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,6,110,0,0.000859,0.7123,0.7222,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,7,110,0,0.000859,0.6641,0.7579,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,8,110,0,0.000859,0.7153,0.7798,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,9,110,0,0.000859,0.7048,0.746,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,10,110,0,0.000859,0.6659,0.758,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,11,110,0,0.000859,0.7124,0.7466,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,12,110,0,0.000859,0.7016,0.7742,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,13,110,0,0.000859,0.6628,0.7678,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,14,110,0,0.000859,0.6776,0.7425,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,15,110,0,0.000859,0.6687,0.7519,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,16,110,0,0.000859,0.694,0.7676,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,17,110,0,0.000859,0.6702,0.7247,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,18,110,0,0.000859,0.7123,0.7572,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,19,110,0,0.000859,0.6744,0.7748,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-02,authority_boundary,20,110,0,0.000859,0.6686,0.7477,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,1,110,0,0.000859,0.6752,0.7353,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,2,110,0,0.000859,0.6606,0.7683,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,3,110,0,0.000859,0.7141,0.7607,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,4,110,0,0.000859,0.6695,0.7465,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,5,110,0,0.000859,0.6807,0.7553,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,6,110,0,0.000859,0.6983,0.7455,False,0.0
mid_tier_q3_2026,Q3-2026 Mid-Tier (Claude 3.5 Haiku / GPT-4o-mini / DeepSeek-V3 / Qwen-2.5-72B),unstructured_prompt,PROMPT-03,budget_enforcement,7,110,0,0.000859,0.675,0.7707,False,0.0
